question,answer,intent
아메리카노 얼마예요?,3500원이요,가격문의
마카롱은 3개에 6900원인가요?,네 맞습니다,가격문의
사과는 얼마예요?,주스 용이라 판매하고 있는 사과가 아닙니다,가격문의
커피 가격이 1000원이에요?,네 1000원 맞아요,가격문의
밀크 캐러멜은 얼마예요?,밀크 캐러멜은 1200원이에요,가격문의
더치커피 얼마인데요?,4000원입니다,가격문의
크림치즈 마카롱 한 개에 천 원인가요?,네 마카롱은 한 개당 천 원입니다,가격문의
이거 햄 치즈는 얼마에요?,오천 원입니다,가격문의
수삼 주스는 얼마에요?,오천오백 원입니다,가격문의
사장님 이런 잔은 얼마에요?,원래 이만 칠천 원인데 현금하시면 이만 천육백 원이에요,가격문의
테이크아웃은 더 싼가요?,가지고 가시면 오백 원 할인돼요,가격문의
예 테이크아웃 하면 더 저렴해요?,아니요 가격은 똑같습니다,가격문의
따뜻한 거는 더 싼 가봐요,삼천오백 원입니다,가격문의
가격은요?,아메리카노는 삼천백 원 드립은 삼천팔백 원이에요,가격문의
저건 삼천오백 원 맞죠?,네 삼천오백 원입니다,가격문의
이 빵은 얼마에요?,그건 이천오백 원입니다,가격문의
그 빵은 얼마에요?,오천구백 원입니다,가격문의
팥 도넛도 이천 원이에요?,예 이천 원입니다,가격문의
크로켓 얼마씩 해요?,크로켓 한 개에 이천 원입니다,가격문의
사장님 더치커피는 이 큰 병에 만 삼천 원이에요?,옆에 있는 더치커피가 만 삼천 원입니다,가격문의
은색 텀블러 얼마에요?,텀블러 뒤에 가격표 확인 가능합니다,가격문의
오리지널이 천구백 원 맞죠?,네 오리지널 번은 천구백 원입니다,가격문의
테이크아웃은 더 싼가요?,아니요 저희는 똑같아요,가격문의
커피 종류 테이크아웃하면 더 싸요?,네 천 원씩 더 저렴해요,가격문의
곡물 라테 얼만데요?,곡물 라테는 기본 사이즈에 육천백 원이에요,가격문의
돌체 라테 한 잔에 얼마에요?,5900원입니다,가격문의
초코케이크는요?,4500원입니다,가격문의
아이스 아메리카노 2잔에 얼마인가요?,8600원입니다,가격문의
샷 추가하는데 추가 가격이 있나요?,300원 추가됩니다,가격문의
아이스 카페라테 한 잔에 얼마인가요?,4000원입니다,가격문의
아이스는 더 비싼가요?,HOT보다 500원 비쌉니다,가격문의
아메리카노 얼마에요?,5000원이에요,가격문의
티라미슈 한 조각엔 얼마예요?,5500원입니다,가격문의
가격은 얼마인가요?,오천육백원입니다,가격문의
아이스 아메리카노 한잔 얼마예요?,5000원입니다,가격문의
얼마인가요?,4300원입니다,가격문의
사이즈업하면 얼마에요?,그란데 사이즈 6600원입니다,가격문의
자바칩 프라푸치노 얼마에요?,6100원입니다,가격문의
라지 사이즈는 얼마에요?,5000원입니다,가격문의
오미자 스파클링 음료는 얼마인가요?,5400원입니다,가격문의
캐머마일 따뜻한 건 얼마인가요?,3400원입니다,가격문의
왜 무료예요?,낮에는 샷 추가 무료 제공 서비스를 하고 있어요,가격문의
샷 추가는 얼마인가요?,원래는 500원 추가인데 오늘은 무료로 추가해 드릴게요,가격문의
그러면 샷 추가 부탁드리고 앞에 진열된 쿠키는 얼마예요?,쿠키는 3000원입니다,가격문의
얼마 추가되죠?,500원씩 추가돼요,가격문의
아이스 바닐라 라테 얼마에요?,5500원입니다,가격문의
아메리카노 한 잔은 얼마인가요?,4000원입니다,가격문의
녹차라테는 얼마인가요?,5000원입니다,가격문의
아메리카노 한 잔에 얼마인가요?,3500원입니다,가격문의
카페라테 얼마에요?,4500원입니다,가격문의
바닐라 라테 얼마예요?,3700원입니다,가격문의
라지 사이즈는 추가 금액이 있나요?,500원 추가하시면 됩니다,가격문의
아메리카노 한 잔 얼마에요?,4000원입니다,가격문의
샷 하나 추가에 얼마에요?,샷 추가 오백 원입니다,가격문의
샷 추가하려면 얼마를 내야 하나요?,샷 추가마다 500원 추가해야 합니다,가격문의
얼마인가요?,3500원입니다,가격문의
캐러멜 프라푸치노 얼마예요?,6300원입니다,가격문의
휘핑크림은 추가 금액 붙나요?,휘핑크림은 추가 금액 500원 받고 있습니다,가격문의
변경 시 추가 비용은 발생하지 않나요,네 추가 비용 발생하지 않습니다,가격문의
얼마인가요,총 합해서 34500원입니다,가격문의
머핀은 얼마인가요?,4000원입니다,가격문의
아이스 카페모카 한 잔에 얼마예요?,5100원입니다,가격문의
블루베리 머핀은 얼마인가요?,이천 원입니다,가격문의
아이스 아메리카노 한 잔에 얼마인가요?,삼천 원입니다,가격문의
당근 케이크 얼마에요?,4500원입니다,가격문의
사이즈 별로 가격이 어떻게 되나요?,레귤러 사이즈는 4800원 라지 사이즈는 5300원입니다,가격문의
아이스 캐러멜 마키아토는요?,4800 원입니다,가격문의
여기 밀크티는 얼마에요?,5500원입니다,가격문의
아메리카노 한잔 얼마인가요?,4천 원입니다,가격문의
가격이 얼마에요?,6천 원입니다,가격문의
가격은 얼마인가요?,4100원입니다,가격문의
샷 추가도 추가 비용 발생하죠?,네 500원 추가 비용 있으십니다,가격문의
아이스 아메리카노 한 잔 얼만가요?,3000원입니다,가격문의
샷 추가는 얼마인가요?,샷 추가는 500원입니다,가격문의
라테 한 잔 얼마에요?,5000원입니다,가격문의
얼마에요?,4500원입니다,가격문의
얼마인가요?,다 합해서 3500원입니다,가격문의
한 잔에 얼마인가요?,이천오백 원입니다,가격문의
아이스 아메리카노와 따뜻한 아메리카노 가격 차이 있나요?,아니요 아메리카노는 아이스여도 추가 금액 받지 않습니다,가격문의
가격은 얼마인가요?,4800원입니다,가격문의
추가요금 얼마나 내면 되나요?,지금 기프티콘 가격이 5100원이니 해당 금액 제외하고 2500원 추가요금 결제하시면 됩니다,가격문의
사이즈업하면 얼마죠?,500원 추가되어 4500원입니다,가격문의
아이스도 똑같은가요?,네 똑같습니다,가격문의
아메리카노 한 잔에 얼마죠?,3000원입니다,가격문의
아이스 아메리카노 3잔에 얼마에요?,13500원입니다,가격문의
생크림 케이크는 얼마인가요?,8천 원입니다,가격문의
딸기맛은 얼마죠?,4500원입니다,가격문의
아이스 아메리카노 레귤러 사이즈 얼마인가요?,1800원입니다,가격문의
샷 추가 시 얼마인가요?,500원입니다,가격문의
라테는 얼마에요?,5500원입니다,가격문의
변경하면 얼마죠?,변경해서 4500원입니다,가격문의
바닐라 라테는 얼마인가요?,4천 원입니다,가격문의
치즈케이크 하나 얼마에요?,4500원이요,가격문의
더블 샷도 추가 비용 있나요?,제휴카드 있으시면 무료입니다,가격문의
자바칩 추가하면 얼마 더 내야 돼요?,500원 추가로 내시면 됩니다,가격문의
에스프레소는 얼마인가요?,3000원입니다,가격문의
아이스 캐러멜 마키아토 한 잔 얼마인가요?,5000원입니다,가격문의
테이크아웃이랑 홀에서 먹는 거랑 가격이 다른가요?,홀에서 먹으면 1000원 추가됩니다,가격문의
아이스 아메리카노 얼마예요?,2000원입니다,가격문의
얼마가 모자란데요?,300원이요,가격문의
모카 프 라프 치노 한잔 얼마에요?,6000원입니다,가격문의
녹차라테 한 잔에 얼마인가요?,5000원이에요,가격문의
총 금액 알려주세요,스콘 두 개 아메리카노 샷 추가 텀블러 할인해서 9500입니다,가격문의
얼마에요?,만 원입니다,가격문의
2잔 주문하면 얼마죠?,7000원입니다,가격문의
아이스 아메리카노 1잔이랑 아이스 카페라테 1잔 얼마인가요?,아이스 아메리카노 1잔은 4000원 아이스 카페라테 1잔은 5000원입니다,가격문의
추가요금은 얼마인가요?,500원 결제해주시면 됩니다,가격문의
무료인가요,500 원 추가입니다,가격문의
카페라테 가격은 얼마인가요?,5000원입니다,가격문의
밀크티 한 잔 얼마에요?,4500원입니다,가격문의
아이스로 변경할 경우 추가요금이 있나요?,아이스 음료는 500원이 더 비쌉니다,가격문의
얼마인가요?,5천 원입니다,가격문의
이것도 하나 주시는데 얼마에요?,2000원입니다,가격문의
한 조각에 얼마죠,4000원입니다,가격문의
핫초코 한 잔 아메리카노 사이즈업한 잔 하면 얼마인가요?,10000원입니다,가격문의
핫초코 한잔 아메리카노 한잔하면 얼마인가요?,9500원입니다,가격문의
라테 한 잔에 얼마인가요?,5000원입니다,가격문의
얼마예요?,총 7000원입니다,가격문의
머핀은 얼마에요?,베이글과 동일하게 2000원입니다,가격문의
베이글은 얼마인가요?,베이글은 2000원입니다,가격문의
아메리카노 티라미슈 세트 가격은 어떻게 되죠?,아메리카노 티라미슈 세트 가격은 만 원입니다,가격문의
따뜻한 아메리카노 한 잔은 얼마인가요?,4100원입니다,가격문의
아이스 아메리카노 한잔 얼마인가요?,4500원입니다,가격문의
얼마인가요?,플랫 화이트 4500원입니다,가격문의
자몽에이드 한 잔 얼마에요?,6000원이에요,가격문의
허니브레드는 얼마에요?,7천 원입니다,가격문의
음료랑 다 해서 얼마에요?,14,500원입니다.
아메리카노 한 잔에 얼마죠?,2500원입니다.,가격문의
카드 돼요?,카드 결제 가능합니다,결제문의
카드 결제돼요?,네 카드 결제됩니다,결제문의
카드 해도 돼요?,네, 카드 결제 가능합니다
카드 되죠?,네 가능합니다,결제문의
티머니로 결제도 돼요?,네 결제할 수 있습니다,결제문의
카드로 계산해도 되나요?,네 카드 결제 가능합니다,결제문의
근데 카드로 결제해도 되나요?,네 카드 결제 가능하세요,결제문의
카드 되죠?,네 5000원입니다,결제문의
카드 되나요?,네 카드 결제됩니다,결제문의
카드는 기계에 꽂는 게 맞나요?,네 카드 반대로 꽂아주시면 돼요,결제문의
그걸로 주시고 카드 가능하죠?,네 가능합니다,결제문의
키오스크에서 현금 결제가 안 되네요,현금은 카운터에서 주문 도와드리겠습니다,결제문의
기계 바코드 인식이 잘 안되는데요,제가 해드리겠습니다,결제문의
카드로 할게요,네 결제해드리겠습니다,결제요청
삼성페이가 안되면 다른 카드로 계산할게요,네, 알겠습니다
카드로 결제해주세요,카드 받았고 여기 전화번호랑 성함 적어주세요,결제요청
만 원 드릴게요,네, 거스름돈 칠천 원 드리겠습니다
원래대로 해주시고 카드로 할게요,KT 있으면 할인됩니다,결제요청
그냥 결제해주세요,네 영수증 드리겠습니다,결제요청
안 되면 카드 결제로 할게요,아니에요 쿠폰 사용 가능하시네요,결제요청
현금으로 계산 가능한가요?,저희 매장에는 카드 결제만 가능합니다,결제요청
케이크는 카드로 결제 부탁드릴게요,카드 받았습니다,결제요청
만원 현금 되나요?,네 만원 받았고 3천 원 거스름돈입니다,결제요청
카드 결제할게요,네 카드 꽂아주세요,결제요청
현금되죠?,그럼요,결제요청
여기 카드요,카드 받았습니다,결제요청
카드 결제되나요?,네 가능합니다,결제요청
카드 결제할게요,네 결제 도와드리겠습니다,결제요청
그냥 결제해주세요,4000원 결제해드리겠습니다,결제요청
카드로 계산할게요,네 카드 받았습니다,결제요청
카드로 결제할게요,앞에 보이시는 카드 단말기에 카드 꽂아주시기 바랍니다,결제요청
그럼 계산 부탁드리겠습니다,네 5000원 계산 도와드리겠습니다,결제요청
카드로 계산할게요,네 계산 완료했습니다,결제요청
카드로 계산할게요,네 카드 받았습니다,결제요청
카드 결제할게요,네 앞에 카드 꽃 아주시면 됩니다,결제요청
카드로 결제할게요,네 감사합니다,결제요청
카드로 결제할게요,영수증 드릴게요,결제요청
결제는 카드로 할게요,네 결제 완료되었습니다,결제요청
여기 카드로 결제해주세요,네 알겠습니다,결제요청
카드로 할게요,네 잠시만 기다려주세요,결제요청
이 카드로 결제해주세요,네 결제 도와드릴게요,결제요청
카드 결제할게요,네 카드 받았습니다,결제요청
그럼 2000원 추가해서 브레드도 같이 시킬게요,그럼 카푸치노와 브레드 결제 도와드리겠습니다,결제요청
