question,answer,intent
스무디랑 비슷한 건가요?,네 스무디랑 비슷한 음료입니다,메뉴문의
베이커리도 하시나 봐요?,케이크 종류는 팔고 있습니다,메뉴문의
과일주스는 진짜 과일 갈아서 주는 거죠?,네 과일주스는 진짜 과일을 갈아서 드립니다,메뉴문의
헤이즐넛 바닐라라떼 많이 달아요?,네 많이 답니다,메뉴문의
혹시 설탕은 없어요?,설탕 있습니다,시럽설탕요구
도장은 몇 개 찍어야 하나요?,도장 일곱 개 찍으시면 음료 한 잔 드립니다,쿠폰멤버십적립문의
시나몬 뿌려주는 거 있나요?,카푸치노에 시나몬이 들어갑니다,메뉴문의
카푸치노 한 잔 주세요,네 카푸치노 한 잔 3500원입니다,일반주문
영수증도 주세요,네 영수증 드리겠습니다,영수증요청
쿠폰 있으면 하나 만들어 주세요,네 쿠폰 드리겠습니다,쿠폰멤버십적립문의
아홉 잔 마시면 열 번째는 서비스인가요?,네 서비스는 아메리카노만 가능합니다,쿠폰멤버십적립문의
달지 않은 따뜻한 음료 뭐가 괜찮나요?,카푸치노랑 카페라떼는 시럽이 안 들어갑니다,메뉴추천요구
카페라떼 한 잔 주세요,네 카페라떼 한 잔 3600원입니다,일반주문
영수증도 주세요,네 영수증 드리겠습니다,영수증요청
화장실은 어디 있어요?,화장실은 밖으로 나가서 왼쪽에 있습니다,화장실위치문의
어떤 음료가 잘 나가나요?,어떤 종류 찾으시나요?,메뉴추천요구
커피 종류요,아메리카노가 제일 잘 나갑니다,메뉴문의
아메리카노 R사이즈 하나 주세요,따뜻하게 드릴까요?,일반주문
네 따뜻하게 주세요,네 따뜻한 아메리카노 한 잔 3200원입니다,일반주문
영수증 하나 주세요,네 영수증 하나 드리겠습니다,영수증요청
빨대는 어디 있어요?,빨대는 좌측에 준비되어 있습니다,물품위치문의
아이스 아메리카노 한 잔 주세요,드시고 가시는 건가요?,일반주문
네 그린티 라떼는 녹차가루 들어가는 건가요?,네 그린티 라떼에는 녹차 파우더가 들어갑니다,메뉴문의
요거트 스무디 하나랑 딸기 스무디 그리고 아이스 아메리카노 주세요,총 세 잔 맞으신가요?,일반주문
네 스탬프도 하나 만들어 주세요,네 번호 입력해 주세요,쿠폰멤버십적립문의
영수증도 하나 주세요,네 영수증 드리겠습니다,영수증요청
요거트 덜어 먹을 그릇 하나만 주세요,저희는 따로 그릇이 없습니다,식기류요구
그럼 종이컵 하나만 주세요,네 종이컵 하나 드리겠습니다,컵요구
어떤 음료가 제일 잘 나가요?,휘핑크림 카푸치노가 제일 잘 나갑니다,메뉴추천요구
카페라떼 한 잔 주세요,네 카페라떼 한 잔 드리겠습니다,일반주문
카페라떼에 샷이 몇 개가 들어가요?,카페라떼에는 샷 세 개가 들어갑니다,메뉴문의
하나 반 정도만 넣을 수 있나요?,네 샷 하나 반만 넣어 드리겠습니다,일반주문
원사이즈인가요?,네 저희 음료는 원사이즈입니다,메뉴문의
시럽은 조금만 넣어 주세요,네 시럽은 조금만 넣어 드리겠습니다,일반주문
커피 말고 다른 메뉴는 뭐가 있나요?,티나 에이드 종류가 있습니다,메뉴문의
스무디는 차가운 거죠?,네 스무디는 차가운 음료입니다,메뉴문의
초콜렛 라떼는 초콜렛맛이죠?,네 초콜렛 라떼는 초콜렛맛입니다,메뉴문의
초콜렛 라떼 하나 주세요,따뜻한 걸로 드릴까요?,일반주문
네 따뜻한 걸로 주세요,네 따뜻한 초콜렛 라떼 2900원입니다,일반주문
초콜렛 라떼 많이 달아요?,네 초콜렛 라떼는 많이 답니다,메뉴문의
적립 안 되나요?,저희는 적립 말고 쿠폰이 있습니다,쿠폰멤버십적립문의
콜드폼 카푸치노가 뭐예요?,콜드폼 카푸치노는 카푸치노 위에 폼이 올라가는 겁니다,메뉴문의
카페라떼 하나 주세요,카페라떼 따뜻한 걸로 드릴까요?,일반주문
네 따뜻한 걸로,드시고 가실 건가요?,일반주문
테이크아웃 할게요,네 카페라떼 한 잔 4600원입니다,테이크아웃요구
영수증 주세요,현금영수증으로 해 드릴까요?,영수증요청
아뇨 그냥 일반 영수증으로 주세요,네 일반 영수증 드리겠습니다,현금영수증요청
화장실 어디 있어요?,화장실은 2층에 있습니다,화장실위치문의
시럽은 어디 있나요?,시럽은 좌측에 준비되어 있습니다,시럽설탕요구
쵸코 음료는 어떤 게 있어요?,"쵸코는 아이스초코, 핫초코랑 자바 칩 음료 있습니다",메뉴문의
시그니처 초콜렛 같은 건 없어요?,시그니처 초콜렛도 있습니다,메뉴문의
시그니처 초콜렛으로 한 잔 주세요,따뜻한 걸로 드릴까요?,일반주문
시원한 걸로 주세요,사이즈는 어떻게 드릴까요?,일반주문
톨 사이즈로 주세요,드시고 가시나요?,일반주문
아뇨 가지고 갈게요,휘핑 크림 올라가는데 괜찮으세요?,테이크아웃요구
아뇨 빼 주세요,네 시그니처 초콜렛 한 잔 4300원입니다,일반주문
주차장은 따로 없나요?,네 주차장은 따로 없습니다,주차문의
일반 영수증 하나 주세요,네 영수증 드리겠습니다,영수증요청
제일 잘 나가는 생크림 케이크가 어떤 건가요?,찾으시는 특징이 있으신가요?,메뉴추천요구
밑에 슈크림이 들어갔다고 하던데,네 그럼 생크림 카스텔라가 제일 잘 나갑니다,메뉴문의
일단 생크림 카스텔라 주세요,네 생크림 카스텔라 하나 결제 도와드리겠습니다,일반주문
할인 되는 카드가 따로 있나요?,KT나 LG유플러스 카드 할인 가능합니다,할인문의
물티슈도 좀 주시겠어요?,네 물티슈도 드리겠습니다,냅킨물티슈요구
내일 먹을 경우에는 어떻게 보관해야 해요?,냉장보관 하시면 됩니다,보관방법문의
오늘의 커피라는 게 뭐예요?,오늘의 커피는 베란다라는 드립커피예요,메뉴문의
이거는 맛 괜찮아요?,평소에 어떤 커피를 주로 드시나요?,메뉴문의
아메리카노요,그럼 베란다 같은 경우 조금 연하게 느껴지실 수 있습니다,메뉴문의
연해도 괜찮으니 숏 사이즈로 주세요,네 드시고 가시는 건가요?,일반주문
네 먹고 갑니다,현금영수증 필요하신가요?,테이크아웃요구
일반 영수증으로 주세요,네 일반 영수증으로 드리겠습니다,현금영수증요청
시럽 넣어 주나요?,시럽은 직접 넣으시면 됩니다,시럽설탕요구
테이크아웃 되죠?,네 테이크아웃 됩니다,테이크아웃문의
카페라떼 하나 주세요,따뜻하게 해드려요?,일반주문
네 따뜻하게 해주세요,3천원 결제 도와드리겠습니다,일반주문
여기 주차 잠깐 해놔도 돼요?,네 가능합니다,주차문의
테이크아웃은 다 할인 되는거에요?,아메리카노 라떼 바닐라까지만 할인돼요,할인문의
얼마 할인 되는거죠?,원래 4500원인데 3000원으로 할인되는거에요,할인문의
시럽 한 번만 넣어주세요,네 넣어드리겠습니다,시럽설탕요구
사이즈는 따로 없나봐요,네 한가지밖에 없어요,사이즈요구
커피음료 말고는 어떤거 있어요?,따뜻한거 찾으세요?,메뉴문의
상관 없어요,주스나 차 뿐만 아니라 다양한 메뉴가 있습니다,일반주문
주스류는 어떤게 있어요?,토마토 자몽 오렌지가 있습니다,메뉴문의
생과일인가요 냉동과일인가요?,생과일입니다,메뉴문의
토마토 주스 하나 주세요,드시고 가시나요?,일반주문
네 마시고 갑니다,해피포인트 적립이나 저희 매장 쿠폰 갖고 있는거 있으세요?,테이크아웃요구
할인되는 카드도 있어요?,음료 한잔 구매하시면 아메리카노 교환 쿠폰 있는데 2월 말까지 쓰시면 돼요,할인문의
네 여기 와이파이 돼요?,영수증에 비밀번호 나와있습니다,와이파이문의
저기 주스 좀 기다려야돼요?,네 조금 기다려야합니다,제조시간문의
화장실좀 갔다올게요,네 금방 해드리겠습니다,화장실이용문의
스타벅스 돌체라떼는 어떤거에요?,샷이랑 우유랑 돌체 소스라는 원유가 들어간 달달한 커피입니다,메뉴문의
많이 달겠네요?,많이 달아요,메뉴문의
아메리카노 하나 주세요,아메리카노 따뜻하게 드릴까요?,일반주문
네 사이즈가 숏사이즈 톨사이즈 이렇게 있어요?,숏사이즈는 제일 작은 사이즈이고 기본이 톨사이즈 그다음 그란데 제일 큰 벤티 이렇게 있어요,일반주문
숏사이즈로 주세요,숏사이즈 많이 작은데 괜찮으세요?,사이즈요구
네 괜찮아요,숏사이즈는 따뜻한것만 가능합니다,일반주문
네 상관 없어요,가져가시나요?,일반주문
네 테이크아웃이요,더 필요한건 없으세요?,테이크아웃요구
없어요,네 3600원이고 현금영수증 가능하신데 입력 해드릴까요?,사이즈요구
네 현금영수증 입력 해주세요,번호 한 번만 입력해주시겠어요?,현금영수증요청
알겠습니다,결제다되셨구요 번호불러드리겠습니다.,결제요청
영수증 좀 주세요,뽑아 드릴까요?,영수증요청
네 얼마나 기다려야 돼요?,2분 정도만 기다려주세요,제조시간문의
저게 다 커피 음료에요?,커피음료있고 여긴 커피 아닌거에요,메뉴문의
카페 모카하고 카라멜 모카는 뭐가 달라요?,카라멜은 카라멜이 더 추가되는 겁니다,메뉴문의
조금 더 달겠네요,카페 모카보다 더 달아요,메뉴문의
아메리카노 하나 주세요,사이즈는 어떻게 하시죠?,일반주문
레귤러랑 톨사이즈 있네요,네 두개 있습니다,일반주문
톨 사이즈면 몇미리죠?,저희가 16온스로 계산을 하는데 이게 레귤러고 이게 톨입니다,일반주문
톨로 주세요,드시고 가세요?,사이즈요구
아니요 마시고가려고요,커피음료 가져가시는거 저희가 할인해드리는게 있어요,테이크아웃요구
커피음료는 무조건 할인해주시는거에요?,커피는 할인해드려요,할인문의
시럽 조금만 넣어주세요,조금만 넣어드리겠습니다,시럽설탕요구
조금 달달한건 어떤거 있어요?,녹차라떼라고 연유 들어간거 있구요 바날라라떼 모카라떼 카라멜 마끼야또 아니면 초콜렛 들어가는 초콜렛 모카랑 카페모카있습니다,메뉴추천요구
돌체라떼는 많이 단가요?,연유 들어가는거라서 달아요,메뉴문의
돌체라뗴 하나 주세요,따뜻하게 드릴까요,일반주문
아이스로 주세요,사이즈는 어떻게 하시겠어요?,일반주문
사이즈 뭐뭐 있나요?,톨 그란데 벤티 이렇게 있어요,사이즈요구
그란데 사이즈로 주세요,드시고 가세요?,사이즈요구
아뇨 테이크아웃이요,더 필요하신거 있으세요?,테이크아웃요구
괜찮습니다,5100원입니다,사이즈요구
영수증 좀 주세요,현금영수증 해드릴까요,영수증요청
아뇨 일반 영수증 주세요,네 주문번호 불러드릴게요,현금영수증요청
돌체라떼 금방 되죠?,네 금방 됩니다,제조시간문의
컵홀더 어디있나요,오른쪽에 있습니다,물품위치문의
커피음료 말고는 뭐 있어요?,커피음료 말고는 티 음료랑 생과일 주스 있어요,메뉴문의
메뉴판에 있는 주스 다 되는거에요?,전부 가능합니다,주문가능여부문의
토마토 주스 생과일인가요?,냉동과일아니고 생과일입니다,메뉴문의
토마토 주스 하나 주세요,네 3천원 결제 도와드릴게요,일반주문
한잔 사면 쿠폰 있다고 하던데요?,네 있습니다,쿠폰멤버십적립문의
쿠폰으로는 뭐 가능하죠,커피종류 드실수 있습니다,쿠폰멤버십적립문의
아메리카노 하나주세요,따뜻한걸로 드려요?,일반주문
네 주스는 여기서 마시고 커피는 테이크아웃 해주세요,네 준비되면 진동벨로 알려드릴게요,테이크아웃요구
저녁에는 몇 시까지 영업해요?,열 시까지 영업합니다,영업시간문의
커피는 너무 달지않게 시럽조금만 넣어주세요,네 조금만 넣어드릴게요,시럽설탕요구
커피는 뭐가 맛잇어요?,커피는 어떤 종류드세요?,메뉴추천요구
많이 단거 싫어하고 쓴것도 싫어해요,시럽 조금 들어가는거 좋으시면 바닐라라떼나 헤이즐넛라떼하시면 돼요,메뉴문의
초코라떼에도 우유 들어가는거에요?,초코라떼는 초코라떼 원액을 만들어두고 우유에다가 시럽 들어가서 만들어드리는거에요,메뉴문의
초코라떼 하나 주세요,드시고 가세요?,일반주문
네 먹고 가요,저희 레귤러랑 라지 있는데 어느걸로 드릴까요?,테이크아웃요구
레귤러는 몇 미리고 라지는 몇 미리에요?,이정도가 레귤러 사이즈입니다,사이즈요구
레귤러로 주세요,따뜻한거랑 차가운거 있는데 어느걸로 드릴까요?,사이즈요구
따뜻한걸로 주세요,초코라떼 레귤러 사이즈 따뜻한걸로 테이크아웃하시는거 맞으세요?,일반주문
네 맞습니다,3500원이고 영수증 드릴까요?,일반주문
네 주세요,휘핑 얹어드릴까요?,결제요청
안 얹어도 될것 같아요,초코시럽 들어가는데 초코시럽은 어떻게 해드릴까요?,일반주문
위에 조금만 뿌려주세요,네 알겠습니다,일반주문
커피 어떤게 맛있어요 ,더치 잘나가고 단거 좋아하시면 카라멜 라떼도 괜찮습니다,메뉴추천요구
