question,answer,intent
4명이요,네 편하신 곳에 앉으세요,빈자리문의
예약 안 하고 왔는데요,네 괜찮습니다,빈자리문의
4명 자리 있나요?,지금 자리가 없습니다,빈자리문의
4명 자리 있나요?,네 저를 따라와 주세요,빈자리문의
지금 네 명 자리 있나요?,네 들어오세요,빈자리문의
자리는 어디에 앉으면 될까요,창가 자리로 안내해드리겠습니다,빈자리문의
2명인데요,안녕하세요 이쪽으로 오세요,빈자리문의
지금  4명 식사할 수 있나요?,네 가능하세요,빈자리문의
혹시 4명 앉을 자리가 있나요?,네 이쪽으로 앉아주세요,빈자리문의
어느 테이블로 가면 될까요,제가 담당 서버인데 자리 안내해 드리겠습니다,빈자리문의
세 명 자리 있나요?,저 안쪽 4인 테이블로 가시면 됩니다,빈자리문의
5명 자리 있나요?,네 잠시만 기다려 주세요,빈자리문의
어디에 앉으면 되나요?,저쪽으로 모시겠습니다,빈자리문의
다섯 명 식사 가능한가요?,네 4번 테이블에 앉으세요,빈자리문의
바빠서 예약 못하고 왔는데 자리 있나요?,네 안쪽으로 들어오세요,빈자리문의
어디에 앉으면 되나요?,편하신 곳에 앉으시면 됩니다,빈자리문의
2인석으로요?,네,빈자리문의
혼잔데 여기 앉으면 돼요?,네,빈자리문의
여기 앉으면 되나요?,네 편하신 데 앉으시면 돼요,빈자리문의
여기 앉으면 돼요?,네,빈자리문의
여기 앉아서 먹어도 돼요?,네,빈자리문의
아무 데나 앉으까요?,편하신 데 앉으시면 돼요 안쪽으로 오세요,빈자리문의
아무 데나 앉아도 되나요?,네,빈자리문의
어디 앉노 요기?,네 편하신데 앉으세요,빈자리문의
자리는 아무 데나 앉으면 돼요?,네,빈자리문의
두 명인데 어디에 앉을까요?,편하신데 앉으세요,빈자리문의
아무 데나 앉아도 돼요?,네,빈자리문의
어디 앉을까요?,안으로 들어가세요,빈자리문의
방에 자리 있어요?,네 있습니다,빈자리문의
혼자 식사 가능한가요?,네,빈자리문의
어디 앉을까요?,여기로 앉으세요,빈자리문의
저쪽으로 앉을까요?,편하신데 앉으세요,빈자리문의
먹고 가도 돼요?,네,빈자리문의
여기 앉을까요?,네 거기 앉으세요,빈자리문의
세 명인데 어디에 앉을까요?,편하신데 앉으세요,빈자리문의
어디에 앉을까요?,편한데 앉으세요,빈자리문의
자리는 어디 앉으면 돼요?,편하신 데 앉으시면 됩니다,빈자리문의
아무 데나 앉아도 되예?,네 앉으세요,빈자리문의
아무 곳이나 앉아도 되나요?,네,빈자리문의
아무 곳이나 앉으면 돼요?,네,빈자리문의
의자 테이블이 없어서 들어갈까요?,저기 옆으로 있어요 거기로 들어가시면 돼요,빈자리문의
어디 앉을까요?,편하신 데 앉으세요,빈자리문의
혼자 왔는데 어디 앉을까요?,이쪽으로 앉으세요,빈자리문의
아무 데나 앉으면 되나요?,네 편하신 곳에 앉으세요,빈자리문의
여기 앉을까요?,편하신 데 앉으세요,빈자리문의
우리 세명인데,편하신 쪽에 앉으세요,빈자리문의
2층에도 자리가 있나 봐요?,네 2층에도 홀이 있어요,빈자리문의
자리 어디 앉을까 예?,여기 앉으세요,빈자리문의
아무 데나 앉으면 되나요?,네 편하신 데에 앉으세요,빈자리문의
처음 왔는데 먹고 갈려고 하는데,네 편하신데 앉으세요,빈자리문의
아무 데나 앉아도 되나요?,네,빈자리문의
혼자 왔는데 어디 앉으면 돼요?,아무 데나 앉으시면 돼요,빈자리문의
어디에 앉을까요?,편하신 자리 앉으시면 됩니다,빈자리문의
어디 앉으면 될까요?,편하신 데 앉으세요,빈자리문의
여기 앉으면 돼요?,네,빈자리문의
아무 데나 앉을까요?,네,빈자리문의
혼자인데 어디 앉죠?,편한데 앉으세요,빈자리문의
자리는 어디 앉으면 돼요?,들어가시면 돼요,빈자리문의
여기서 먹고 가도 돼요?,네 드시고 가도 됩니다,빈자리문의
가지고 들어가서 먹을게요,네,빈자리문의
여기서 먹나요?,여기서 드셔도 되고 안에서 드셔도 돼요,빈자리문의
여기 주문 좀 받아주세요 여기 제일 빨리 되는 게 뭐가 있어요?,돈가스가 좀 빨리 되는 편이에요,빨리되는메뉴문의
뭐가 제일 빨리 나와 예?,짜장 짬뽕이요,빨리되는메뉴문의
제일 빨리 나오는 건 어떤 거예요?,다 비슷해요,빨리되는메뉴문의
제일 빨리 나오는 게 콩나물국밥이죠?,네,빨리되는메뉴문의
제일 빨리 나오는 게 어떤 메뉴죠?,김치찌개입니다,빨리되는메뉴문의
결제 시 상품권을 사용할 수 있나요?,네 사용할 수 있습니다,상품권결제
온누리 상품권도 돼요?,온누리 돼요,상품권결제
온누리상품권 이런 거 받으시는지?,그런 건 안돼요,상품권결제
온누리상품권도 되나요?,안됩니다,상품권결제
여기 온누리상품권 이런 거 받으세요?,안 받아요,상품권결제
여기 온누리상품권은 혹시 받으시는가요?,네 받습니다,상품권결제
여기 온누리상품권도 받는가요?,네 받아요,상품권결제
혹시 온누리상품권은 되나요? 여기도 시장이라서,정확하게 잘 모르겠는데 안될 거예요 신청해야 하는가 보더라고요,상품권결제
신세계 상품권 쓸 수 있죠?,네 가능합니다,상품권결제
나갈 때 치즈돈가스 포장 가능한가요?,네 가능합니다,새음식포장요구
요거요 포장 하나 해주세요,포장돼있으니 가실 때 가져가세요,새음식포장요구
포장도 2인분 해주시고요 사리는 어묵 주세요,네,새음식포장요구
순대랑 수육 두 개 포장해주세요,네,새음식포장요구
김밥 두 개 포장 좀 해주세요,네,새음식포장요구
김말이 2개 하고 오징어하고 포장해주세요,네,새음식포장요구
"4명이 왔는데, 서비스 주시나요?",저희는 10인부터 서비스 드려요,서비스문의
배달해도 이 사이다 주나요?,네 드려요,서비스문의
서비스 음료 커피 없죠?,네,서비스문의
콜라도 주네요?,네,서비스문의
믹스 하나만 타주 이소,네 알겠습니다,서비스문의
커피 음료 서비스 안 나와 예?,옆에 있습니다,서비스문의
떡볶이에다가 순대만 조금 주시면 안 돼요?,그게 정해져 있어서요,서비스문의
음료 같은 건 서비스 없죠? 사이다 같은 거,그거는 따로 주문하셔야 돼요,서비스문의
커피 한잔 마셔도 되나요?,네,서비스문의
서비스도 주시는 가요?,만두 드릴 수 있어요,서비스문의
우리가 불 켜야 돼요?,네,서빙범위문의
국물은 직접 떠서 들어가요?,네 국물은 떠가야 되고 김밥은 저희가 가져다드릴게요,서빙범위문의
계산은 선불인가요?,아니요 후불입니다,선결제문의
혹시 선결 제도 가능한가요?,네 가능합니다,선결제문의
선불이에요?,네,선결제문의
지금 바로 계산해야 해요?,아니요 일단 식사하시고 계산하세요,선결제문의
계산 먼저 해주세요,계산은 이쪽으로 해주시면 돼요,선결제문의
현금으로 먼저 결제할게요,네 알겠습니다,선결제문의
계산 먼저 하고 먹을게요,네,선결제문의
미리 계산해주세요,네,선결제문의
계산 먼저 할게요 얼마죠?,구천원입니다,선결제문의
여기 선불결제 해놓고 우리애 와서 먹으라고 할 수 있어요?,네 가능해요,선결제문의
선불인가요?,네,선결제문의
선불인가요?,선불로 하셔도 되고 후불도 가능해요,선결제문의
지금 해주세요,네 해드릴게요,선결제문의
이거 계산부터 해주실 수 있나요?,네,선결제문의
짜장면 한 개 미리 계산 좀 해주세요,육천 원입니다,선결제문의
선불이에요?,네 선불이에요,선결제문의
선불인가요?,아뇨 앉으시면 돼요,선결제문의
선불인가요?,네,선결제문의
이거 계산 좀 먼저 해주세요,네 결제하고 카드 가져다드릴게요,선결제문의
여기 계산 먼저 해주세요,예,선결제문의
계산 먼저 할까요?,네 저희는 선불이에요,선결제문의
선불인가요?,네,선결제문의
세트메뉴에 음료수는 마음대로 골라도 되나요?,콜라 사이다 환타 중에 고를 수 있으세요,세트메뉴문의
한정식 A 세트는 코스요리인가요?,네 디저트 포함하여 여섯 가지 단계로 식사가 제공됩니다,세트메뉴문의
A 세트 구성이 뭐죠?,바비큐 폭립과 로제파스타와 레드와인이 나갑니다,세트메뉴문의
구성이 어떻게 돼요?,자장면과 미니 탕수육입니다,세트메뉴문의
1인 런치세트 메뉴 있나요?,네 있습니다,세트메뉴문의
혹시 세트메뉴는 없나요?,커플 세트와 가족 세트가 있습니다,세트메뉴문의
그럼 짬뽕이랑 탕수육이 같이 나오는 세트는 있나요?,짬뽕 1개 탕수육 작은 사이즈가 같이 나오는 1인 세트가 있습니다,세트메뉴문의
코스요리가 있나요,코스요리는 따로 없습니다,세트메뉴문의
세트 메뉴도 준비되어 있나요?,메뉴판 마지막 쪽에 세트 메뉴 나와 있으니 참고하시기 바랍니다,세트메뉴문의
혹시 세트메뉴도 있을까요?,네 가능합니다,세트메뉴문의
정식에 음료도 포함되어 있나요?,별도로 주문하셔야 하세요,세트메뉴문의
불고기 정식에는 국물 음식도 있나요?,미역국이 포함되어 있어요,세트메뉴문의
세트메뉴 하면 가격이 많이 싸나요?,많이 싸지는 않아요,세트메뉴문의
세트메뉴로 되어있네요 거의,네 이게 1인분이죠,세트메뉴문의
이 세트메뉴는 어떤 거예요?,세트메뉴는 하실 때 파스타나 파스타를 제외한 상품이 따로 있어요,세트메뉴문의
세트메뉴가 따로 있는데 사이드로 뭐가 나와요?,세트로 주문하시면 작은 가락국수가 같이 나와요,세트메뉴문의
제가 시킨 메뉴에도 미니 가락국수 나오나요?,네 나와요,세트메뉴문의
세트메뉴도 있네요?,돈가스랑 덮밥에는 기본적으로 미니 가락국수가 나가요,세트메뉴문의
짜장면하고 짬뽕하고 이게 세트메뉴에요?,네,세트메뉴문의
여기 포장돼있는 건 모둠 초밥이에요?,아니요 이 세트요,세트메뉴문의
반반 세트라는 건 뭐가 반반이라는 거죠?,광어반 연이어 반이에요,세트메뉴문의
일인 세트 메뉴 적혀져 있는데,그거 탕수육 혼자 하면 식사 나오는 거예요,세트메뉴문의
그래요 정식 국은 뭐예요?,고디국인데요 고디 우리가 잡은 거예요,세트메뉴문의
국은 무슨 국이에요?,콩나물국이요,세트메뉴문의
국도 나오죠?,네네,세트메뉴문의
고등어 정식에 국 나오나요?,예 미역국이요,세트메뉴문의
초밥이랑 가락국수랑 세트메뉴로는 따로 없어요?,네 그냥 저희 커플세트는 두 분이서 드시는 거라서요,세트메뉴문의
초밥만 나오는 거죠? 다른 거는 부수적으로 시켜야 되죠?,네,세트메뉴문의
이 세트에는 어떤 어떤 게 들어가죠?,기본적으로 연어하고 참치하고 초 새워가 나옵니다,세트메뉴문의
그러면 제가 초밥을 생새우만 팔 피 이렇게 선택해도 되나요?,네 따로 말씀하시면 됩니다,세트메뉴문의
이인용으로요?,이삼 인용이요,세트메뉴문의
떡볶이 만두 어묵 세트로 하면 좀 더 싸겠다 그죠?,네 세트 하면 500원 차이 나요,세트메뉴종류문의
세트메뉴도 있네?,세트도 있고 라면도 포함되어 있어요,세트메뉴종류문의
모둠이 있어요?,저것이 번요,세트메뉴종류문의
정식은 없나 봐요?,정식 있어요 고디 탕 있어요,세트메뉴종류문의
여기요 여기 피자 세트가 있나요? 아니면 작은 거 하나 시키고?,세트가 따로 있기는 있어요,세트메뉴종류문의
세트 메뉴 있나요?,커플 세트 혼자서 다 못 드시잖아요,세트메뉴종류문의
밑반찬 추가는 셀프인가요?,셀프입니다,셀프서비스문의
물은 여기 갖고 가면 돼요?,네,셀프서비스문의
물 그냥 여기서 마시면 돼요?,네,셀프서비스문의
물은 셀프예요?,네 물은 저기 앞하고 양쪽에 있어요,셀프서비스문의
반찬은 셀프예요?,네 김치는 저기 있습니다,셀프서비스문의
물은 셀프예요?,갖다 드릴게요,셀프서비스문의
물은 이거 마시면 되나요?,네,셀프서비스문의
앞쪽에 음료수는요?,앞쪽에 음료수와 라면 기계는 무제한으로 이용 가능하십니다,셀프서비스문의
물은 직접 갖다 먹어야 돼요?,필요하시면 말씀해주세요,셀프서비스문의
단무지는 셀프예요?,셀프인데 갖다 드릴게요,셀프서비스문의
단무지는 셀프라요?,아니오 갖다 드릴게요,셀프서비스문의
어디에 있죠?,이쪽에요,셀프서비스문의
풋고추도 셀프 바에스 가져다 먹으면 될까요?,네,셀프서비스문의
컵은 갖고 가야 되죠?,네,셀프서비스문의
셀프예요?,네,셀프서비스문의
물도 셀프예요?,가져다드릴게요,셀프서비스문의
물은 셀프예요?,네,셀프서비스문의
물은 셀프군요?,네,셀프서비스문의
이거는 물 저 먹으라는 거예요?,그거는 아니에요,셀프서비스문의
어묵 국물은 여기서 푸는 거예요?,네,셀프서비스문의
뜨거운 물은 셀프인가요?,네,셀프서비스문의
